verb_form: original add_method: frequency_100 add_key: verb clustering_dataset: c4first c4_rate: 1 settings: ['all_3_0', 'all_3_1', 'all_3_2'] model_name: arcface_classification clustering_method: onestep-average vec_type: wm
|   frame_cluster | setting   |   c4_ratio |   size |   framenet_size |   c4_size | lu_counts                                                                                                                                                                                                                                                                     |
[{'glow.v': 10}, {'shine.v': 7}]
      frame   verb  lu_name                                                                                                                                                                                                                                                     text_widx
20733        shine  shine.v                                                                                                                             The David Adams Wealth Group is a ** shining ** example of our 40 - year tradition of professionalism , integrity and hard work .
20738        shine  shine.v                               We spoke in brief spurts about vegetarian Indian cuisines , about cats ; Neel Mukherjee and he discussed the Naxal movement in India , and then we all returned to our ** shining ** thalis of gatte ki subzi and kair sangri .
20740        shine  shine.v                                                                                                         There was even a brief ** shining ** moment that Spain traded through Germany ( this is to say that yields slipped marginally below German yields ) .
20742        shine  shine.v                                                                                                                    Follow your dreams ....... believe in yourself and there is no doubt you will continue to be the ** shining ** star you have always been .
20744        shine  shine.v                                                                                                                  Thanks to the confidence provided by the Orbit Peppermint Gum in his pocket , they share a ** shining ** moment together as she strolls by .
20758        shine  shine.v                                                                                                                                  Many citizens consider the American space program a ** shining ** example of the resolve and genius of the American people .
20794        shine  shine.v                                He did it by becoming Hulk Hogan , a bombastic , charismatic , and generally larger - than - life personality capable of bending a crowd to his will whether a ** shining ** red and gold hero or a black - stubbled villain .
9999          glow   glow.v                                                                                                                   This will be my first book by the author , but I ’ve seen so many ** glowing ** reviews about his writing that I wanted to give this a go .
10000         glow   glow.v                                                                                                  It also contains a very unflattering description of Joseph [ whom the Bible describes as a just man ] alongside a ** glowing ** description of Mother Mary .
10001         glow   glow.v  Despite numerous letters from prominent community members and a ** glowing ** report of cooperation from the U.S. Attorney ’s Office , insurance agent Ken Nowlin was sentenced Thursday to spend 30 months behind bars in a federal prison for conspiracy .
10004         glow   glow.v                                                                                                                                                                                Well may this ** glowing ** heart rejoice and tell its raptures all abroad . "
10019         glow   glow.v                                                                                                                                                                   Bec delivered the intro for our very pregnant and ** glowing ** speaker , Debbie Spellman .
10028         glow   glow.v                                        Certainly the attack leaves the charmander with enough verve to summon a fire blast -- an actual fire blast , Serqet thinks in terrified wonderment as she tries to scuttle away from the ** glowing ** ball of fire .
10034         glow   glow.v                                                                             Frank then made his dream of helping our Barrie , Ontario , and surrounding communities come to life with the opening of the ** Glowing ** Hearts Community Give and Get Centre .
10035         glow   glow.v                                                                                                   Sadly , Frank ’s journey ended in December of 2017 , but his legacy lives on through those he touched and the ** Glowing ** Hearts Community Give and Get .
10036         glow   glow.v                                                                                                                                                                                              Find out how you can help the ** Glowing ** Hearts help others .
10043         glow   glow.v                                                                                                                        Judge Coish noted the number of ** glowing ** references describing Le ’s warm - heartedness , love of cooking and help to charities .

26 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_0 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 26 cluster_id: 645
[{'follow.v': 17}]
     frame    verb   lu_name                                                                                                                                                                                                                                                                                                                     text_widx
9522        follow  follow.v                                                                                                                                                                                                                                     Cathy ’s Country Cupboard is listed as a local restaurant for the ** following ** areas .
9528        follow  follow.v                                                                                                                                                                                                                                                                 Which of the ** following ** should a telco transform first ?
9561        follow  follow.v                                                                                                                                                                          The ** following ** videos demonstrate the tremendous level of retention that Ulticlip provides and what can happen if you use other holster clips .
9563        follow  follow.v                                                                                                                                                                                                           Important aspects to consider in the planning for a seawater intake for an aquarium facility are as ** follows ** :
9570        follow  follow.v                                                                                                                                                                           CMS has proposed adding the ** following ** codes to the program : E0465 ( invasive ) , E0466 ( non- invasive ) and E0467 ( multi - functioning ) .
9581        follow  follow.v                                                                                                                                                                       If you have personally experienced police misconduct including any of the ** following ** , it is very important that you contact our attorneys today .
9592        follow  follow.v                                                                                                                                                                                                                     Once the Air Mine has detonated and damage calculated , immediately deploy your forces as ** follows ** :
9594        follow  follow.v                                                                                                                                                                                                                                                    The ** following ** images are between 80 and 120 kilobytes in file size .
9611        follow  follow.v                                                                                                                                                                                                                                             Click on the ** following ** links to download Languages & Translation brochure .
9612        follow  follow.v                                                                                                                                                                                                                                                                                            The ** following ** are examples .
9616        follow  follow.v  Additional benefits reported in the survey were as ** follows ** : 71.9 % of employers were reported to offer continuing education reimbursement while others offered 66.7 % professional leave to attend conferences or meetings , and 54 % of employers covered costs for registration for said conferences and meetings .
9619        follow  follow.v                                                                            Rounding out the Executive Committee , are the ** following ** elected officers : Lucia Rodriguez ( Comcast ) as Chair - Elect ; Emma Pfister ( Templeton & Company ) as Treasurer , and Christina Paradowski ( Tripp Scott , P.A ) as Secretary .
9629        follow  follow.v                                                                                                                                                                If you try to watch ABC shows online in the UK , you get the ** following ** error message : “ You appear to be outside the United States or its territories .
9633        follow  follow.v                                                                                                                                        Check the ** following ** code , which uses two subroutines ( functions ) called encode ( ) and decode ( ) to encode a message in Parseltongue or decode a message from Parseltongue .
9634        follow  follow.v                                                                                                                                                                                              This and the ** following ** number – All the Things You Are – exemplified Stuart McCallum ’s penchant for reharmonizing tunes .
9640        follow  follow.v                                                                                                                                                                                                                                                                                                   They are as ** follows ** .
9648        follow  follow.v                                                                                                                                                                                                                                                       The ** following ** show results are those of Borderline members only .

27 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_1 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 27 cluster_id: 120
[{'should.v': 17}]
      frame    verb   lu_name                                                                                                                                                                                                                                                   text_widx
20886        should  should.v                                                                                                           We should not be ** shoulding ** all the time especially when it comes to parenting , because somewhere we ’re setting ourselves up for failure .
20887        should  should.v                                                                                                                               x Rose Brier Studio ( moved ) : A Holiday from " ** shoulds ** " I am going to be taking a holiday from blogging in January .
20890        should  should.v                                                                                                                                                                                      As Tony Robbins said , “ quit ** shoulding ** all over yourself ” :) .
20891        should  should.v                                                                If I ’m worried or in dread of something , I ’m living in the future and if I ’m regretting or ** shoulding ** all over myself , I ’m living in the past ... neither of which I can change .
20892        should  should.v                                                                                                                                                                                                       I ’m not a big fan of “ ** shoulding ** ” on myself .
20896        should  should.v                                                               Intuitive numerologist , idea generator , and illuminator , Karen can help you see possibilities and give you permission to stop “ ** Shoulding ** ” yourself and be and do “ You ” instead .
20897        should  should.v                                                                                                                                                                                                                          Stop ** shoulding ** on yourself .
20899        should  should.v                                                                                                                                                 When I googled " awfulizing , " I also learned about " musturbating " and " ** shoulding ** on yourself . "
20900        should  should.v                                                                            The instructor and founder of the Grief Coach Academy , Aurora Winter , where I ’m now enrolled in the Mastery program , often says , “ Stop “ ** shoulding ** ” on yourself ” .
20901        should  should.v                                                                                                                                                                                                       3 Responses to Stop “ ** shoulding ** ” on yourself !
20902        should  should.v                                                                                                      Irrational beliefs about yourself , others and life in general manifest as absolute “ musts ” and “ ** shoulds ** ” that can lead to catastrophizing .
20904        should  should.v  There are books I need to read to keep up with my genres and to write what I need to write , plus books I want to read for pleasure , so putting some musts and ** shoulds ** down on top of that just to say I 've read them is no longer a possibility .
20908        should  should.v                              Her original book You Are A Badass sold 5 million copies and spoke mainly about breaking out of your shell to accomplish anything when your mind is telling you not to because of fear and other people ’s “ ** shoulds ** ” .
20909        should  should.v                                                                                                                                                                                      The presenter encouraged us to stop " ** shoulding ** " on ourselves .
20911        should  should.v                                                                                                                                  My experience is that by practicing without “ ** shoulds ** , ” we gradually discover our wakefulness and our confidence .
20912        should  should.v                                                                                             I bring all these judgments and “ ** shoulds ** ” to a session and through the patient questioning of the work , I gradually see what is true and what is n’t .
20913        should  should.v                                                                                                                         NaPoWriMo 2019 Day 6 : Write a poem that emphasises the power of “ if , ” of the woulds and coulds and ** shoulds ** of the world .

28 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_1 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 28 cluster_id: 464
[{'flare.v': 14}, {'square.v': 3}]
      frame    verb   lu_name                                                                                                                                                                                                                                                   text_widx
22318        square  square.v                                                                                                                                                It has an amazing print , namely peacocks , ** squared ** patterns and more deep - blue and golden figures .
22319        square  square.v  This stunning rendition by Hearts and Roses London is cut perfection , with a ** squared ** v neckline , fabulously fitted bodice and skirt - designed to cosset and show - case killer curves on occasions when you want to turn every head in the room .
22321        square  square.v                                                                                     Drapes or No Drapes for Your Bay Depending upon your needs and the room that you choose for window has angles , where the ** squared ** bay window seat is 90 degrees .
10059         flare   flare.v                                                                                                                                                                                   Place the clamp just behind the ** flared ** end , but not on top of it .
10060         flare   flare.v                                                                                                                                     p.s. All clamps on the coolant hoses are better sealing up next to the aluminum ** flared ** ends on the metal tubing .
10061         flare   flare.v                                                           After the 5 year rubber change this seems to happen if the spring clamp on the 17 mm coolant hoses are too far back and not up by the ** flared ** end in the aluminum tube underneath the hose .
10064         flare   flare.v                               Jacquard knit in deep jewel tones of teal , garnet , amethyst and old gold , the striped bodice features a scoop neck and 3⁄4 - sleeves , while the skirt is engineered in rhythmic panels for a twirlable ** flared ** hem .
10068         flare   flare.v                                                                                                                                                                                     The ** flared ** top of the shaft set with foliate gilt - lead mounts .
10069         flare   flare.v                                                                                                                                                             This long sleeve tunic features a soft v neckline and is ** flared ** at hemline for movement .
10070         flare   flare.v    I bought my Christina Rossi fit and ** flare ** wedding dress in Ivory / champagne gold at your store with the help of Victoria who had picked this dress out for me and was glad she did as i instantly knew it was the one for me for my special day .
10071         flare   flare.v                                                                                                                                                                                                 Epithallial cells rounded or flattened , not ** flared ** .
10072         flare   flare.v                                                                                                                                                                                   Pick a sheath as well as ** flared ** gown for long and lean body types .
10074         flare   flare.v                                 Subject to how you feel individually , pick whether sheath dress of which follows the actual long straight type of the body , or a ** flared ** gown just like a mermaid cut that induce curves and breaks encourage body .
10083         flare   flare.v                                                                                                                                                        It 's designed with a ** flared ** frame and cushion leading amrests in a awesome cobblestone gray .
10085         flare   flare.v                                                                                                                      The pic shows the 1932 steering column tube with the straight cut upper end , and the 1933 - 34 tube with the ** flared ** upper end .
10086         flare   flare.v                                    The magazine comes with a floor plate which is extended at the front for faster magazine change , and a orange follower , while the ** flared ** mag - well makes it easier to funnel the magazine into the mag - well .
10089         flare   flare.v                                                                Should Jean Trends Change to Accommodate the iPhone 6 ? Nicole Scherzinger Bares Her Bra and We Approve ! Rosie Huntington - Whiteley vs. Minka Kelly : Who Wore ** Flared ** Jeans Better ?

29 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 29 cluster_id: 663
[{'take care.v': 15}, {'take.v': 2}]
      frame  verb      lu_name                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        text_widx
23863        take       take.v  These things and more going to be so much more fantastic as we hope that people are going to be able to realize what we can be able help them in doing as we also hope that many people can be able to see what is can be best possible thing for them as they search be able to consider things such as quality services making sure that people going be able before ** taken ** care the many different opportunities that we can be able have a making sure that you ’re going be able have your property shown and seen as can be the much awesome through Drones Dallas .
23903        take       take.v                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ** Take ** care all and thanks again for your hard work Roy !
23583        take  take care.v                                                                                                                                                                                                                                                                                                                                                                          Maybe it ’s just me , in this phase of life I ’m in , but I have definitely allowed the perfect realm of social media to affect how I feel about myself and how I ** take ** care of my little family .
23584        take  take care.v                                                                                                                                                                                                                                                                                                                                                                                            This is because we have some of the finest molds to ** take ** care of almost all major brands and makes of automobiles in Westington Gloucestershire , South West , United Kingdom .
23585        take  take care.v                                                                                                                                                                                                                                                                                                                                                                                                                                                   Juggling time between a marketing job and golf courts , he ** took ** good care of his health to maintain his busy lifestyle .
23586        take  take care.v                                                                                                                                                                                                                                                                                                                                                                                                                                Whether you stay in Moshi , Arusha or anywhere else , before and after the trek you have to ** take ** care of your own accommodation and meals .
23587        take  take care.v                                                                                                                                                                                                                                                                                                                                                     One Reddit user believes that Annalise could be Wes' biological mother , but gave him up for adoption as a baby because she got pregnant at a high point in her career where she did n't want to ** take ** care of a baby .
23588        take  take care.v                                                                                                                                                                                                                                                                                                                                                                                                                                            Thanks Roy i 'll certainly grab it at sum stage mate , Few other projects i want to ** take ** care of first though so thanks again .
23589        take  take care.v                                                                                                                                                                                                                                                                                                                                                                                                                          They spend so much energy seeking positive feedback that they have less energy to ** take ** care of themselves or work toward their meaningful goals .
23590        take  take care.v                                                                                                                                                                                                                                                                     System consist of BMB DAX - 1000 II with 800 watts music output power ( 200 watts x 4 ) , with BMB CSX - 1000 , 12 " Bass reflex Subwoofer produce fine low frequency , 2 x 8 cm tweeter and 2 x8 cm squewker ** take ** care of the high frenquency , CSX - 1000 could handle up to 700 watts input power .
23591        take  take care.v                                                                                                                                                                                                                                                                                                                                                                                                                                                 The other two did n’t ‘ need ’ the home and were not in a position to ** take ** care of Wilma ’s many animals on the property .
23592        take  take care.v                                                                                                                                                                                                                                                                                                                                                          Xiomarra and her team ensured that every detail , every desire , every element and every aspect of the wedding day was meticulously addressed , handled and ** taken ** care of immediately , for the bride and groom .
23593        take  take care.v                                                                                                                                                                                                                                                                                                                                                                                                                      This book focuses on ways for a mom to explore herself and ** take ** care of herself in order to find balance and give her best self to her own children .
23594        take  take care.v                                                                                                                                                                                                                                                                                                                                                                                        You found termite damage to your house , went through the whole process of hiring an exterminator to inspect the damage , then had several treatments to ** take ** care of the problem .
23595        take  take care.v                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      He likes the way Amazon ** takes ** care of the customers .
23596        take  take care.v                                                                                                                                                                                                                                                                                                                                                                                                                                             It ’s important to ** take ** good care of yourself during your pregnancy and regularly visit all of your healthcare practitioners .
23597        take  take care.v                                                                                                                                                                                                                                                                                                                                                                                                                       Cesspool & Sewer Service of Long Island are experts in ensuring that your cesspool worries are ** taken ** care of in a discreet and professional manner .

30 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_0 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 30 cluster_id: 464
[{'look.v': 11}, {'look forward.v': 5}]
      frame  verb         lu_name                                                                                                                                                                                                                                                       text_widx
13562        look          look.v                                                                                                                                                                                    We ** look ** forward to continued close and trusting cooperation with you .
13594        look          look.v                                                                                                                       Pink Choice would like to congratulate the Out NYC on its recent opening , and ** looks ** forward to receiving reviews from its guests .
13607        look          look.v               We always look forward to working with A Nite To Remember Events and we ** look ** forward to the change in photography needs of Karla and Steven ... from being their wedding photographers to , one day , becoming their FAMILY photographers !
13615        look          look.v                                                                                                               “ I ** look ** forward to everyone getting familiar with the album – and then getting out there and performing live ! ” she exclaimed to Hello !.
13658        look          look.v                                                                                                                                                                                       I really ** look ** forward to following the devlopment of Your project .
13677        look          look.v                                                                                                                                            I knew it would be a wrenching occasion , and I wanted to have something to ** look ** forward to when I came home .
13684        look          look.v  It 's always a joy to walk by the artwork of our young students and admire their hard work and artistic ability I ** look ** forward to seeing the work of this year 's winner displayed alongside that of other brilliant young artists from across America .
13694        look          look.v                                 It will continue right though the summer until the end of September ; I ’m really ** looking ** forward to bringing you a selection of outfits from a variety of brands and helping you get the best out of QVC fashion again .
13714        look          look.v                                                                                                                                                                                                                 We ** look ** forward to speaking to you soon !
13722        look          look.v                                                                                          With a generative meeting culture , here are a few things you can ** look ** forward to , including what some of our clients and students have shared about our work !
13728        look          look.v                                                                                               When you add it all up , Xander Demos is the correct answer to the mathematical musical equation , and that ’s always a lesson I ** look ** forward to learning !
13541        look  look forward.v               We always ** look ** forward to working with A Nite To Remember Events and we look forward to the change in photography needs of Karla and Steven ... from being their wedding photographers to , one day , becoming their FAMILY photographers !
13543        look  look forward.v                                                                                                                                                                           Thank you for joining our efforts - we ** look ** forward to collaborating with you !
13544        look  look forward.v                                                                                                                                                Charlie Webster is n't the only celebrity ** looking ** forward to having her donation doubled by The Big Give .
13545        look  look forward.v                                                                                   We welcome patients of all ages to our practice and we ** look ** forward to helping you welcome your little one and serving their dental needs as well when the time comes !
13546        look  look forward.v                                                         " John 's experience , expertise , and passion are perfect for the Angry Birds film and I ** look ** forward to working with him to create the best movie experience for all the fans , ” said Maisel .

31 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 31 cluster_id: 177
[{'admit.v': 16}]
    frame   verb  lu_name                                                                                                                                                                                                                                                                                        text_widx
653        admit  admit.v                                                                                                                                            Ashland Community & Technical College DOES use SAT or ACT scores for ** admitting ** a substantial number of students into Bachelor Degree programs .
655        admit  admit.v                                                                                                                                                     Austin Community College DOES NOT use SAT or ACT scores for ** admitting ** a substantial number of students into Bachelor Degree programs .
658        admit  admit.v                                                                                                                                       Arkansas State University - Newport Campus DOES use SAT or ACT scores for ** admitting ** a substantial number of students into Bachelor Degree programs .
661        admit  admit.v                                                                                                                            A woman with end - stage renal disease , who often skipped dialysis sessions , was ** admitted ** to the hospital with fever and given intravenous opiates for pain .
662        admit  admit.v                                                                                                                                                                                                                                     Mr. Wolfgang is ** admitted ** to practice in Pennsylvania .
668        admit  admit.v                                                                                                                Next , based on applicant percentage ** admitted ** into the college and their SAT scores , the magazine then determines the level of the institution ’s admissions selectivity .
671        admit  admit.v                                                    If you first look at the drawbacks of this particular measuring system , you can see that the rankings are based more on the type and number of students ** admitted ** by the colleges rather than on the quality of education they impart .
674        admit  admit.v  To describe clinical aspects of pandemic ( H1N1 ) 2009 virus - associated pneumonia in children , we studied 80 such children , including 17 ( 21 % ) with complications , who were ** admitted ** to 5 hospitals in Japan during August - November 2009 after a mean of 2.9 symptomatic days .
677        admit  admit.v                                                                                                                                                                           Applicants can get ** admitted ** to undergraduate engineering programmes on the basis of his / her 12th class marks .
679        admit  admit.v                                                                         In contrast , from January 21 , 2016 to January 20 , 2017 , the last full calendar year of the Obama administration ( Obama Calendar Year 2016 ) , a total of 98,898 refugees were ** admitted ** to the United States .
681        admit  admit.v                 From January 21 , 2017 to January 20 , 2018 ( Trump Calendar Year 2017 ) , a total of 29,620 refugees have been ** admitted ** to the United States , according to the State Department ’s wrapsnet.org website , the source of the refugee admissions data used in this story .
719        admit  admit.v                                                                                                    They call it Observation , and it may seem like your loved one has been ** admitted ** for an overnight stay , because they do get “ discharged ” – but in this case in just about 23 hours .
725        admit  admit.v                               Edelman , a graduate of Spelman College and Yale Law School , began her career in the mid-'60s when , as the first black woman ** admitted ** to the Mississippi Bar , she directed the NAACP Legal Defense and Educational Fund office in Jackson , Mississippi .
729        admit  admit.v                                                                                                    Elsewhere , Turkey mounted a remarkable comeback from two goals down against Sweden , while Kosovo made history with their first competitive win since being ** admitted ** to UEFA in 2016 .
732        admit  admit.v                                                                                        It has banned entry to citizens of six countries , five of them mostly Muslims , and has reduced the number of refugees who can be ** admitted ** to the United States to 30,000 , a historical minimum .
735        admit  admit.v                                                                 Downloaded by the patient , CoreyPatientTM enables your patients to access relevant information sent to them by their healthcare provider from the time a patient is ** admitted ** until they are discharged and recuperating .

32 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 32 cluster_id: 297
[{'come.v': 14}, {'come to.v': 2}]
     frame  verb    lu_name                                                                                                                                                                                                                                                                                                                                                                                                                         text_widx
4814        come     come.v                                                                                                                                                                                                                                                                                                                        I made a change in the rules when it ** comes ** to building the house you want to rent out to your town .
4846        come     come.v                                                                                                                                                                                                                                                                                                                                               We also are considered one of the best when it ** comes ** to domestic locksmiths .
